categoria	referencia_interna	nombre 	precio	url_produicto	url_imagen	descripción	gastos de envío	disponibilidad	marca	ean	garantía	precio_tachado	referencia_modelo	divisa	referencia_fabricante
Packs Regalos	reg-amvelo	Regalo Amvelo	 10,00   	https://www.regalonatural.com/59-regalo-amvelo.html	https://www.regalonatural.com/img/p/2/1/7/217-large_default.jpg	Bonito detalle para regalar, vela, jabón y ambientador rojos.	6	en stock	RegaloNatural	0	n/a	0		EUR	Ralucart
Packs Regalos	reg-veram	Regalo Veram	 10,00   	https://www.regalonatural.com/60-regalo-veram.html	https://www.regalonatural.com/img/p/2/1/8/218-large_default.jpg	Bonito detalle para regalar, vela, jabón y ambientador verdes.	6	en stock	RegaloNatural	0	n/a	0		EUR	Ralucart
Destacados	ra-vecoaz01	Jabón Corazón Caricias	 4,50   	https://www.regalonatural.com/61-jabon-corazon-caricias.html	https://www.regalonatural.com/img/p/4/2/3/423-large_default.jpg	Fantastico jabon con exfoliante, dejate acariciar por él	6	en stock	RegaloNatural	0	n/a	0		EUR	Ralucart
Dtos. Comuniones 5%	ra-veflbl01	Vela con Flores de Cera	 10,00   	https://www.regalonatural.com/62-vela-con-flores-de-cera.html	https://www.regalonatural.com/img/p/2/2/1/221-large_default.jpg	Increible vela que incluye flores preciosas de cera	6	en stock	RegaloNatural	0	n/a	0		EUR	Ralucart
Packs Regalos	reg-azures	Regalo Azures	 10,00   	https://www.regalonatural.com/64-regalo-veram.html	https://www.regalonatural.com/img/p/2/2/7/227-large_default.jpg	Excelentes combinaciones de vela, jabón y cerámica perfumada.	6	en stock	RegaloNatural	0	n/a	0		EUR	Ralucart
Jabones Bautizo	ra-jbbe1a	Jabón Bebés Cesta Azul	 0,98   	https://www.regalonatural.com/65-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/4/3/4/434-large_default.jpg	Fantastico jabon de bebe en cesta. Color azul. Ideal para regalar en bautizos	6	en stock	RegaloNatural	0	n/a	0		EUR	Ralucart
Jabones Bautizo	ra-jbbe1a	Jabón Bebés Cesta Rosa	 0,98   	https://www.regalonatural.com/66-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/2/3/2/232-large_default.jpg	Pequeño pero gran detalle para regalar en tus celebraciones de bautizos.	6	en stock	RegaloNatural	0	n/a	0		EUR	Ralucart
Jabones Bautizo	ra-jbbe1am	Jabón Bebés Cesta Amarillo	 0,98   	https://www.regalonatural.com/67-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/2/3/6/236-large_default.jpg	Pequeño pero gran detalle para regalar en tus celebraciones de bautizos.	6	en stock	RegaloNatural	0	n/a	0		EUR	Ralucart
San Valentín	ra-vecoro01	Vela Corazón Azul	 2,98   	https://www.regalonatural.com/68-vela-corazon-rojo.html	https://www.regalonatural.com/img/p/2/4/0/240-large_default.jpg	Bonita vela azul con forma de corazón.	6	en stock	RegaloNatural	0	n/a	0		EUR	Ralucart
Velas Sho Yu	ra-veflsyro	Vela Sho Yu Roja	 2,98   	https://www.regalonatural.com/69-vela-corazon-rojo.html	https://www.regalonatural.com/img/p/2/4/4/244-large_default.jpg	Nuestra flor Sho Yu pero en vela. No te la pierdas	6	en stock	RegaloNatural	0	n/a	0		EUR	Ralucart
Dtos. Comuniones 5%	ra-ve3bl01	Velas Triples con Flores de Cera	 15,00   	https://www.regalonatural.com/71-vela-con-flores-de-cera.html	https://www.regalonatural.com/img/p/2/4/9/249-large_default.jpg	Espectacular vela. Las flores que integra son también completamente de cera. Las ramitas verdes enceradas.	6	en stock	RegaloNatural	0	n/a	0		EUR	Ralucart
