categoria	referencia_interna	nombre 	precio	url_produicto	url_imagen	descripción	gastos de envío	disponibilidad	marca	ean	garantía	precio_tachado	referencia_modelo	divisa	referencia_fabricante		
Regalos	reg-amvelo	Regalo Amvelo	 10,00   	https://www.regalonatural.com/59-regalo-amvelo.html	https://www.regalonatural.com/img/p/2/1/7/217-large_default.jpg	Bonito detalle para regalar, vela, jabón y ambientador rojos.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	reg-veram	Regalo Veram	 10,00   	https://www.regalonatural.com/60-regalo-veram.html	https://www.regalonatural.com/img/p/2/1/8/218-large_default.jpg	Bonito detalle para regalar, vela, jabón y ambientador verdes.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vecoaz01	Jabón Corazón Caricias	 4,50   	https://www.regalonatural.com/61-jabon-corazon-caricias.html	https://www.regalonatural.com/img/p/4/2/3/423-large_default.jpg	Fantastico jabon con exfoliante, dejate acariciar por él	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-veflbl01	Vela con Flores de Cera	 10,00   	https://www.regalonatural.com/62-vela-con-flores-de-cera.html	https://www.regalonatural.com/img/p/2/2/1/221-large_default.jpg	Increible vela que incluye flores preciosas de cera	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	reg-azures	Regalo Azures	 10,00   	https://www.regalonatural.com/64-regalo-veram.html	https://www.regalonatural.com/img/p/2/2/7/227-large_default.jpg	Excelentes combinaciones de vela, jabón y cerámica perfumada.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbbe1a	Jabón Bebés Cesta Azul	 0,98   	https://www.regalonatural.com/65-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/4/3/4/434-large_default.jpg	Fantastico jabon de bebe en cesta. Color azul. Ideal para regalar en bautizos	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbbe1a	Jabón Bebés Cesta Rosa	 0,98   	https://www.regalonatural.com/66-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/2/3/2/232-large_default.jpg	Pequeño pero gran detalle para regalar en tus celebraciones de bautizos.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbbe1am	Jabón Bebés Cesta Amarillo	 0,98   	https://www.regalonatural.com/67-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/2/3/6/236-large_default.jpg	Pequeño pero gran detalle para regalar en tus celebraciones de bautizos.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vecoro01	Vela Corazón Azul	 2,98   	https://www.regalonatural.com/68-vela-corazon-rojo.html	https://www.regalonatural.com/img/p/2/4/0/240-large_default.jpg	Bonita vela azul con forma de corazón.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-veflsyro	Vela Sho Yu Roja	 2,98   	https://www.regalonatural.com/69-vela-corazon-rojo.html	https://www.regalonatural.com/img/p/2/4/4/244-large_default.jpg	Nuestra flor Sho Yu pero en vela. No te la pierdas	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-ve3bl01	Velas Triples con Flores de Cera	 15,00   	https://www.regalonatural.com/71-vela-con-flores-de-cera.html	https://www.regalonatural.com/img/p/2/4/9/249-large_default.jpg	Espectacular vela. Las flores que integra son también completamente de cera. Las ramitas verdes enceradas.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	Pack 25 Bebes Cesta Rosa	Pack 25 Jabones Bebé Cesta	 24,50   	https://www.regalonatural.com/72-pack-jabones-bebe-cesta.html	https://www.regalonatural.com/img/p/2/5/0/250-large_default.jpg	"No dejes pasar la oferta. Puedes elegir el color que más te guste.
Con el pack de 25 Jabones Bebé te regalamos unos jabones con nombre."	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vegoro	Vela Gota Roja	 2,98   	https://www.regalonatural.com/73-vela-gota-roja.html	https://www.regalonatural.com/img/p/2/5/8/258-large_default.jpg	Bonita vela roja en forma de gota. Un clásico	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	jb-coblpa01	Jabón Conejo Blanco	 2,98   	https://www.regalonatural.com/74-jabon-conejo-blanco.html	https://www.regalonatural.com/img/p/2/6/0/260-large_default.jpg	Estupendo regalo no sólo en Pascua.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	reg-mihupas	(6x) Jabón Mini Huevos de Pascua	 1,20   	https://www.regalonatural.com/75-jabon-mini-huevos-de-pascua-6x.html	https://www.regalonatural.com/img/p/2/6/1/261-large_default.jpg	Conjunto de 6 bonitos jabones de mini huevos de Pascua	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	reg-pascua01	Regalo Jabón de Pascua	 7,00   	https://www.regalonatural.com/76-jabon-pascua.html	https://www.regalonatural.com/img/p/2/6/3/263-large_default.jpg	Precioso regalo de jabones de Pascua	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vefopebl	Vela Personalizada	 7,00   	https://www.regalonatural.com/77-vela-personalizadas.html	https://www.regalonatural.com/img/p/2/6/5/265-large_default.jpg	Velas personalizada con la foto que tu elijas	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vegobl	Vela Gota Blanca	 2,98   	https://www.regalonatural.com/78-vela-gota-blanca.html	https://www.regalonatural.com/img/p/2/7/0/270-large_default.jpg	Vela blanca con forma de gota	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vesesemo	Velas con Flores de Cera - Sesemo	 8,90   	https://www.regalonatural.com/79-vela-con-flores-de-cera.html	https://www.regalonatural.com/img/p/2/7/5/275-large_default.jpg	Preciosa vela Sesemo. Las flores que lleva también son de cera.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
REGALOS PERSONALIZADOS	ra-veesdima	Vela Personalizada Dima	 8,90   	https://www.regalonatural.com/80-vela-dima.html	https://www.regalonatural.com/img/p/2/8/0/280-large_default.jpg	Preciosa vela con flores rojas y rosas	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vecarsno	Vela Cala Rosa	 2,98   	https://www.regalonatural.com/81-vela-cala-rosa.html	https://www.regalonatural.com/img/p/2/8/5/285-large_default.jpg	Preciosa vela rosa con formas de flores cala	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbbe2rs	Jabón Bebé Arropado Rosa	 2,98   	https://www.regalonatural.com/82-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/2/8/9/289-large_default.jpg	Llévatelo pero, cuidado no le despiertes. Ideal como detalle en bautizos.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbzaveno	Jabón Zapatillas Verde	 4,98   	https://www.regalonatural.com/83-Jabon-Zapatillas-Verde.html	https://www.regalonatural.com/img/p/2/9/4/294-large_default.jpg	Estupendo regalo, sobre todo para tener un gran detalle en bautizos. Preciosas zapatillas de jabón verdes.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbzarsno	Jabón Zapatillas Rosa	 4,98   	https://www.regalonatural.com/84-jabon-zapatillas-rosa.html	https://www.regalonatural.com/img/p/3/0/2/302-large_default.jpg	Estupendo regalo, sobre todo para tener un gran detalle en bautizos. Preciosas zapatillas de jabón rosas.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbzarsno	Jabón Zapatillas Azul	 4,98   	https://www.regalonatural.com/85-jabon-zapatillas-azul.html	https://www.regalonatural.com/img/p/3/1/0/310-large_default.jpg	Estupendo regalo, sobre todo para tener un gran detalle en bautizos. Preciosas zapatillas de jabón azules.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jabedublrs	Jabón Bebé Durmiendo Blanco	 1,50   	https://www.regalonatural.com/86-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/3/1/6/316-large_default.jpg	Precioso jabon de bebe durmiendo. Color blanco.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jacarona	Jabón Carrito Rosa	 1,99   	https://www.regalonatural.com/87-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/3/2/2/322-large_default.jpg	Jabón con forma de carrito rosa. Ideal para regalos de bautizos.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbcoflrono	Jabón Corazón Mulflor	 2,50   	https://www.regalonatural.com/88-jabon-corazon-mulflor.html	https://www.regalonatural.com/img/p/3/2/6/326-large_default.jpg	Precioso y original jabón con forma de corazón y múltiples flores	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jabedursno	Jabón Bebé Durmiendo Rosa	 1,50   	https://www.regalonatural.com/89-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/3/3/1/331-large_default.jpg	Jabón con forma de bebé durmiendo, color rosa. Ideal para regalos de bautizos.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbconi0az	Jabón Comunión Niño G.	 2,50   	https://www.regalonatural.com/91-jabon-comunion-nino-g.html	https://www.regalonatural.com/img/p/3/3/6/336-large_default.jpg	Increible jabon para regalar en comuniones. Forma de niño tomando la comunion	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbconi2az	Jabón Comunión Niño P.	 1,00   	https://www.regalonatural.com/92-jabon-comunion-nino-g.html	https://www.regalonatural.com/img/p/3/4/2/342-large_default.jpg	Pequeño jabón de comunión de niño.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbconi3rs	Jabón Comunión Niña	 2,00   	https://www.regalonatural.com/93-jabon-comunion-nino-g.html	https://www.regalonatural.com/img/p/3/4/6/346-large_default.jpg	Pequeño jabón de comunión de niña. Especial para un detalle de comunión.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vemaamno	Vela Narama	 9,95   	https://www.regalonatural.com/94-vela-narama.html	https://www.regalonatural.com/img/p/3/5/2/352-large_default.jpg	Velas personalizada Narama con flores de cera.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbtachnaco	Jabon Tarta Choco b/n	 3,50   	https://www.regalonatural.com/95-jabon-tarta-choco-bn.html	https://www.regalonatural.com/img/p/3/6/0/360-large_default.jpg	Nuestra espectacular tarta de chocolate blanco y nego pero..en jabón!!!	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vetomano	Vela Primot	 8,90   	https://www.regalonatural.com/96-vela-cuadrada-primot.html	https://www.regalonatural.com/img/p/3/6/6/366-large_default.jpg	Bonita vela cuadrada con flores de cera	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbtachneme	Jabon Tarta Choco	 3,50   	https://www.regalonatural.com/97-jabon-tarta-choco.html	https://www.regalonatural.com/img/p/3/6/9/369-large_default.jpg	Nuestra espectacular tarta de chocolate nego pero..en jabón!!!	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vegiflono	Vela Floraz	 10,50   	https://www.regalonatural.com/98-vela-floraz.html	https://www.regalonatural.com/img/p/3/7/3/373-large_default.jpg	Vela con flores giradas azules	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vemeflro	Vela Roreta	 10,50   	https://www.regalonatural.com/99-vela-roreta.html	https://www.regalonatural.com/img/p/3/7/6/376-large_default.jpg	Vela con flores giradas rojas	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vemeazbl	Vela Zulema	 10,50   	https://www.regalonatural.com/100-vela-zulema.html	https://www.regalonatural.com/img/p/3/8/5/385-large_default.jpg	Vela azul con flores blancas giradas	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-veflover01	Vela Verderol	 6,98   	https://www.regalonatural.com/102-vela-verderol.html	https://www.regalonatural.com/img/p/4/3/6/436-large_default.jpg	Preciosa vela mediana con flores verdes	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vebona01	Vela Bola Naranja	 2,50   	https://www.regalonatural.com/104-vela-bola-naranja.html	https://www.regalonatural.com/img/p/4/3/9/439-large_default.jpg	Preciosa vela bola naranja con flores de cera	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-veboam01	Vela Bola Amarilla	 2,50   	https://www.regalonatural.com/105-vela-bola-amarilla.html	https://www.regalonatural.com/img/p/4/4/5/445-large_default.jpg	Preciosa vela bola amarilla con flores de cera. Combínalo con la fragancia que más te guste	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-veboblro01	Vela Bola Blanca-Roja	 2,50   	https://www.regalonatural.com/106-vela-bola-blanca-roja.html	https://www.regalonatural.com/img/p/4/5/1/451-large_default.jpg	Preciosa vela bola blanca con flores de cera rojas	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vecamano	Vela Cala Cafe con Leche	 3,00   	https://www.regalonatural.com/107-vela-cala-cafe-con-leche.html	https://www.regalonatural.com/img/p/4/5/5/455-large_default.jpg	Preciosa vela con forma de cala y color cafe con leche	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-faojca01	Fanal Ojiva Calabaza	 20,00   	https://www.regalonatural.com/108-fanal-ojiva-calabaza.html	https://www.regalonatural.com/img/p/4/5/6/456-large_default.jpg	Bonito fanal de ojiva color calabaza.  Obten una calida luz haciendo mas acogedoras tus estancias.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-facuca01	Fanal Cuadrado Calabaza	 20,00   	https://www.regalonatural.com/109-fanal-cuadrado-calabaza.html	https://www.regalonatural.com/img/p/4/6/6/466-large_default.jpg	Bonito fanal cuadrado color calabaza. Obten una calida luz haciendo más acogedoras tus estancias.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	cjn-vegiflono01	Conj. Velas Floraz	 20,00   	https://www.regalonatural.com/110-conjunto-velas-floraz.html	https://www.regalonatural.com/img/p/4/9/1/491-large_default.jpg	Precioso conjunto de velas con distintos tamaños, adornadas con flores de cera azules	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-veflnabl02	Vela Bloran	 6,50   	https://www.regalonatural.com/111-vela-bloran.html	https://www.regalonatural.com/img/p/4/9/7/497-large_default.jpg	Preciosa vela mediana con flores naranjas	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-veflnablmin02	Vela Bloran Mini	 2,00   	https://www.regalonatural.com/112-vela-bloran-mini.html	https://www.regalonatural.com/img/p/5/0/1/501-large_default.jpg	Preciosa vela pequeña con flores naranjas	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-veflcampanar	Jabon Flor Campa	 1,20   	https://www.regalonatural.com/113-jabon-flor-campa.html	https://www.regalonatural.com/img/p/5/0/2/502-large_default.jpg	Precioso y elegante jabon con forma de flor camapanilla	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbrorotl	Jabon Sho Yu Rosa-Blanco	 2,98   	https://www.regalonatural.com/114-jabon-sho-yu-rosa-blanco.html	https://www.regalonatural.com/img/p/5/2/4/524-large_default.jpg	Estupendo jabón con forma de flor Sho Yu rosa y blanco. Escoge la fragancia entre nuestras fragancias y acierta en tu regalo	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbtablmen	Jabon Tarta Blanca	 3,00   	https://www.regalonatural.com/115-jabon-tarta-blanca.html	https://www.regalonatural.com/img/p/5/2/7/527-large_default.jpg	Precioso jabón con forma de tarta blanca. Escoge tu fragancia favorita.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	cjn-vejablo	Conj. Velas y Jabones Bloran	 14,68   	https://www.regalonatural.com/116-conjunto-bloran.html	https://www.regalonatural.com/img/p/5/3/4/534-large_default.jpg	Precioso conjunto de velas y jabones con distintas combinaciones	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	cjn-vejbliria01	Conj. Velas y Jabones Liria	 17,00   	https://www.regalonatural.com/117-conjunto-liria.html	https://www.regalonatural.com/img/p/5/5/8/558-large_default.jpg	Precioso conjunto de velas y jabones. Las velas están adornadas con flores de cera lilas. Elige tu fragancia.	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
REGALOS PERSONALIZADOS	ra-veperroj-rg24	Vela Personalizada RG24	 9,90   	https://www.regalonatural.com/121-velas-personalizada-rg24.html	https://www.regalonatural.com/img/p/5/7/0/570-large_default.jpg	Preciosa vela con flores rojas personalizada con foto a escoger	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbpeamno	Jabón Pensamiento Amarillo	 0,98   	https://www.regalonatural.com/124-jabon-pensamiento-amarillo.html	https://www.regalonatural.com/img/p/5/8/2/582-large_default.jpg	Bonito jabon con forma de flor pensamiento de color amarillo	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbperono	Jabón Pensamiento Rojo	 0,98   	https://www.regalonatural.com/125-jabon-pensamiento-rojo.html	https://www.regalonatural.com/img/p/5/8/6/586-large_default.jpg	Bonito jabon con forma de flor pensamiento de color rojo	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbpersno	Jabón Pensamiento Rosa	 0,98   	https://www.regalonatural.com/126-jabon-pensamiento-rosa.html	https://www.regalonatural.com/img/p/5/9/0/590-large_default.jpg	Bonito jabon con forma de flor pensamiento de color rosa	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbpenano	Jabón Pensamiento Naranja	 0,98   	https://www.regalonatural.com/127-jabon-pensamiento-naranja.html	https://www.regalonatural.com/img/p/5/9/4/594-large_default.jpg	Bonito jabon con forma de flor pensamiento de color naranja	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbpebrno	Jabón Pensamiento Blanco-Rojo	 0,98   	https://www.regalonatural.com/128-jabon-pensamiento-blanco-rojo.html	https://www.regalonatural.com/img/p/5/9/8/598-large_default.jpg	Bonito jabon con forma de flor pensamiento de color blanco y rojo	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbperbno	Jabón Pensamiento Rojo-Blanco	 0,98   	https://www.regalonatural.com/129-jabon-pensamiento-rojo-blanco.html	https://www.regalonatural.com/img/p/6/0/2/602-large_default.jpg	Bonito jabon con forma de flor pensamiento de color rojo y blanco	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbpelino	Jabón Pensamiento Lila	 0,98   	https://www.regalonatural.com/130-jabon-pensamiento-lila.html	https://www.regalonatural.com/img/p/6/0/6/606-large_default.jpg	Bonito jabon con forma de flor pensamiento de color lila	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-jbpeveno	Jabón Pensamiento Verde	 0,98   	https://www.regalonatural.com/131-jabon-pensamiento-verde.html	https://www.regalonatural.com/img/p/6/1/0/610-large_default.jpg	Bonito jabon con forma de flor pensamiento de color verde	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
Regalos	ra-vegiflam01	Vela Marila	 10,50   	https://www.regalonatural.com/132-vela-marila.html	https://www.regalonatural.com/img/p/6/1/2/612-large_default.jpg	Vela con flores giradas amarillas	5,4	en stock	RegaloNatural	0	n/a	0		EUR	RALUCART		
