categoria	referencia_interna	nombre 	precio	url_produicto	url_imagen	descripción	gastos de envío	disponibilidad	marca	ean	garantía	precio_tachado	referencia_modelo	divisa	referencia_fabricante
Regalos, flores, gastronomía	ra-jbperono	Jabón Pensamiento Rojo	 0,98   	https://www.regalonatural.com/125-jabon-pensamiento-rojo.html	https://www.regalonatural.com/img/p/5/8/6/586-large_default.jpg	Bonito jabon con forma de flor pensamiento de color rojo	6	en stock	RegaloNatural	0	n/a	0	ra-jbperono	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbpersno	Jabón Pensamiento Rosa	 0,98   	https://www.regalonatural.com/126-jabon-pensamiento-rosa.html	https://www.regalonatural.com/img/p/5/9/0/590-large_default.jpg	Bonito jabon con forma de flor pensamiento de color rosa	6	en stock	RegaloNatural	0	n/a	0	ra-jbpersno	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbpenano	Jabón Pensamiento Naranja	 0,98   	https://www.regalonatural.com/127-jabon-pensamiento-naranja.html	https://www.regalonatural.com/img/p/5/9/4/594-large_default.jpg	Bonito jabon con forma de flor pensamiento de color naranja	6	en stock	RegaloNatural	0	n/a	0	ra-jbpenano	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbpebrno	Jabón Pensamiento Blanco-Rojo	 0,98   	https://www.regalonatural.com/128-jabon-pensamiento-blanco-rojo.html	https://www.regalonatural.com/img/p/5/9/8/598-large_default.jpg	Bonito jabon con forma de flor pensamiento de color blanco y rojo	6	en stock	RegaloNatural	0	n/a	0	ra-jbpebrno	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbperbno	Jabón Pensamiento Rojo-Blanco	 0,98   	https://www.regalonatural.com/129-jabon-pensamiento-rojo-blanco.html	https://www.regalonatural.com/img/p/6/0/2/602-large_default.jpg	Bonito jabon con forma de flor pensamiento de color rojo y blanco	6	en stock	RegaloNatural	0	n/a	0	ra-jbperbno	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbpelino	Jabón Pensamiento Lila	 0,98   	https://www.regalonatural.com/130-jabon-pensamiento-lila.html	https://www.regalonatural.com/img/p/6/0/6/606-large_default.jpg	Bonito jabon con forma de flor pensamiento de color lila	6	en stock	RegaloNatural	0	n/a	0	ra-jbpelino	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbpeveno	Jabón Pensamiento Verde	 0,98   	https://www.regalonatural.com/131-jabon-pensamiento-verde.html	https://www.regalonatural.com/img/p/6/1/0/610-large_default.jpg	Bonito jabon con forma de flor pensamiento de color verde	6	en stock	RegaloNatural	0	n/a	0	ra-jbpeveno	EUR	Ralucart
Regalos, flores, gastronomía	ra-vegiflam01	Vela Marila	 10,50   	https://www.regalonatural.com/132-vela-marila.html	https://www.regalonatural.com/img/p/6/1/2/612-large_default.jpg	Vela con flores giradas amarillas	6	en stock	RegaloNatural	0	n/a	0	ra-vegiflam01	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbbrc-le-001	Letras de Jabón	 0,25   	https://www.regalonatural.com/133-letras-de-jabon.html	https://www.regalonatural.com/img/p/6/1/3/613-large_default.jpg	Divertidas letras de jabón con las que formar palabras	6	en stock	RegaloNatural	0	n/a	0	ra-jbbrc-le-001	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbtachnovam	Jabon Tarta Boda  Amarillo	 2,50   	https://www.regalonatural.com/136-jabon-tarta-boda-amarilla.html	https://www.regalonatural.com/img/p/6/3/5/635-large_default.jpg	Precioso jabón con forma de tarta de bodas color amarillo. Escoge tu fragancia favorita.	6	en stock	RegaloNatural	0	n/a	0	ra-jbtachnovam	EUR	RALUCART
Regalos, flores, gastronomía	ra-jbtachnovaz	Jabon Tarta Boda  Azul	 2,50   	https://www.regalonatural.com/137-jabon-tarta-boda-azul.html	https://www.regalonatural.com/img/p/6/3/9/639-large_default.jpg	Precioso jabón con forma de tarta de bodas color azul. Escoge tu fragancia favorita.	6	en stock	RegaloNatural	0	n/a	0	ra-jbtachnovaz	EUR	RALUCART
Regalos, flores, gastronomía	ra-jbtachnovli	Jabon Tarta Boda  Lila	 2,50   	https://www.regalonatural.com/138-jabon-tarta-boda-lila.html	https://www.regalonatural.com/img/p/6/4/3/643-large_default.jpg	Precioso jabón con forma de tarta de bodas color lila. Escoge tu fragancia favorita.	6	en stock	RegaloNatural	0	n/a	0	ra-jbtachnovli	EUR	RALUCART
Regalos, flores, gastronomía	ra-jbtachnovna	Jabon Tarta Boda Naranja	 2,50   	https://www.regalonatural.com/139-jabon-tarta-boda-naranja.html	https://www.regalonatural.com/img/p/6/4/6/646-large_default.jpg	Precioso jabón con forma de tarta de bodas color naranja. Escoge tu fragancia favorita.	6	en stock	RegaloNatural	0	n/a	0	ra-jbtachnovna	EUR	RALUCART
Regalos, flores, gastronomía	ra-jbtachnovrj	Jabon Tarta Boda Rojo	 2,50   	https://www.regalonatural.com/140-jabon-tarta-boda-rojo.html	https://www.regalonatural.com/img/p/6/4/8/648-large_default.jpg	Precioso jabón con forma de tarta de bodas color rojo. Escoge tu fragancia favorita.	6	en stock	RegaloNatural	0	n/a	0	ra-jbtachnovrj	EUR	RALUCART
Regalos, flores, gastronomía	ra-jbtachnovrs	Jabon Tarta Boda Rosa	 2,50   	https://www.regalonatural.com/141-jabon-tarta-boda-rosa.html	https://www.regalonatural.com/img/p/6/5/1/651-large_default.jpg	Precioso jabón con forma de tarta de bodas color rosa. Escoge tu fragancia favorita.	6	en stock	RegaloNatural	0	n/a	0	ra-jbtachnovrs	EUR	RALUCART
Regalos, flores, gastronomía	ra-jbtachnovve	Jabon Tarta Boda Verde	 2,50   	https://www.regalonatural.com/142-jabon-tarta-boda-verde.html	https://www.regalonatural.com/img/p/6/5/4/654-large_default.jpg	Precioso jabón con forma de tarta de bodas color verde. Escoge tu fragancia favorita.	6	en stock	RegaloNatural	0	n/a	0	ra-jbtachnovve	EUR	RALUCART
